,season,week,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,carries,rushing_yards_before_contact_avg,rushing_yards_after_contact_avg,offense_pct,team_passing_yards,team_passing_tds,team_passing_first_downs,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_first_downs,team_rushing_epa,rushing_first_downs,rushing_epa,ffpts,temp_week,ffpts_target
2689,2023,5,5.247567567567568,35.714285714285715,2.5620833333333333,14,37,2.642857142857143,0,43.10706748064879,-6.107067480648787,-0.4697744215883682,0.2307692307692307,14.0,2.6,0.0,0.56,224.0,1.0,11.0,4.0485253,87.0,0.0,6.0,-8.115876,2.0,-4.6574802,3.7,,
2690,2023,5,3.616222222222222,10.0,2.805888888888889,10,45,4.5,1,37.18977314481106,7.810226855188937,0.7810226855188936,0.6,10.0,2.1,2.4,0.77,166.0,2.0,10.0,-15.651534,142.0,1.0,5.0,-1.1529386,2.0,0.026195973,10.5,,
2692,2023,5,5.980540540540541,33.33333333333333,3.017,12,37,3.083333333333333,0,47.94509353795951,-11.945093537959508,-1.0859175943599553,0.1818181818181818,12.0,1.3,1.8,0.36,183.0,2.0,11.0,3.447774,136.0,1.0,6.0,-6.3644924,0.0,-3.5197384,3.7,,
2693,2023,5,6.744,0.0,2.4162222222222223,12,25,2.083333333333333,0,37.19161775006938,-15.191617750069383,-1.3810561590972166,0.2727272727272727,12.0,1.2,0.9,0.42,205.0,0.0,10.0,-2.1547105,85.0,0.0,3.0,-9.014591,0.0,-7.250857,2.5,,
2694,2023,5,2.6331884057971022,70.0,2.5618888888888893,10,69,6.9,1,34.136522571276586,34.863477428723414,3.4863477428723413,0.8,10.0,5.2,1.7,0.18,253.0,4.0,12.0,17.486433,170.0,2.0,10.0,-6.0833006,4.0,3.6702154,12.9,,
2698,2023,6,2.6585443037974685,0.0,2.643166666666666,20,158,7.9,1,97.82414720669595,60.17585279330403,3.0087926396652014,0.6,20.0,7.2,0.8,0.82,226.0,1.0,7.0,3.2710502,179.0,1.0,9.0,3.9226131,9.0,7.551947,21.8,,
2702,2023,6,7.034999999999999,33.33333333333333,3.0575,18,44,2.4444444444444446,0,64.92939702505544,-20.92939702505544,-1.1627442791697464,0.2777777777777778,18.0,1.8,0.7,0.79,181.0,1.0,8.0,-6.1696563,46.0,0.0,3.0,-4.477783,1.0,-6.2924337,4.4,,
2703,2023,6,4.164615384615385,0.0,2.7499,12,39,3.25,1,48.089639000282354,-9.089639000282354,-0.7574699166901961,0.1666666666666666,12.0,2.2,1.1,0.66,186.0,0.0,9.0,-9.885183,89.0,1.0,5.0,-2.2095761,3.0,-0.3330192,9.9,,
2704,2023,6,5.17529411764706,30.76923076923077,2.9451,13,34,2.6153846153846154,0,37.25282209259928,-3.252822092599274,-0.250217084046098,0.4615384615384615,13.0,0.7,1.9,0.33,199.0,2.0,9.0,-0.31572804,120.0,0.0,7.0,-1.8555601,2.0,-3.3550787,3.4000000000000004,,
2705,2023,6,3.242608695652174,23.52941176470588,2.897466666666667,17,115,6.764705882352941,2,60.4374537004249,54.5625462995751,3.209561547033829,0.5294117647058824,17.0,4.4,2.4,0.61,262.0,3.0,14.0,7.1478424,162.0,3.0,8.0,2.244307,6.0,5.9556174,23.5,,
2706,2023,6,10.241333333333332,40.0,3.1658888888888894,10,15,1.5,0,26.2411553712125,-11.2411553712125,-1.12411553712125,0.2,10.0,1.2,0.3,0.61,353.0,2.0,16.0,17.925804,40.0,0.0,2.0,-7.8400655,1.0,-4.6982875,1.5,,
2708,2023,6,3.2713636363636365,5.263157894736842,2.449263157894737,19,88,4.631578947368421,1,72.45518242477365,15.544817575226348,0.8181482934329656,0.5263157894736842,19.0,4.4,0.3,0.77,224.0,1.0,13.0,-12.907183,108.0,1.0,6.0,3.199303,5.0,3.579262,14.8,,
2709,2023,6,6.450000000000001,6.666666666666667,2.7293846153846157,15,30,2.0,0,42.276660336492746,-16.276660336492746,-1.1626185954637676,0.1428571428571428,15.0,0.8,1.2,0.8,272.0,1.0,12.0,6.7781825,96.0,1.0,5.0,-4.850763,2.0,-5.4333935,3.0,,
2712,2023,6,2.6241237113402063,50.0,3.053090909090909,12,97,8.083333333333334,1,47.48279625694782,49.51720374305218,4.126433645254348,0.25,12.0,5.8,2.3,0.53,150.0,0.0,4.0,-10.576331,129.0,1.0,5.0,1.5125427,3.0,2.6408262,15.7,,
2714,2023,6,3.577894736842105,8.333333333333332,2.353333333333333,12,38,3.1666666666666665,0,37.30733280161781,0.6926671983821961,0.0577222665318496,0.5833333333333334,12.0,2.5,0.7,0.7,185.0,2.0,10.0,-3.3124328,46.0,0.0,3.0,-1.9270369,2.0,-2.077111,3.8,,
2715,2023,6,3.439482758620689,41.66666666666667,2.767,12,58,4.833333333333333,0,53.151928316672425,4.848071683327575,0.4040059736106312,0.4166666666666667,12.0,2.7,2.2,0.54,199.0,2.0,9.0,-0.31572804,120.0,0.0,7.0,-1.8555601,3.0,0.49546394,5.800000000000001,,
2716,2023,6,3.137333333333333,50.0,2.6580909090909093,12,45,3.75,0,40.73465112569475,6.265348874305253,0.5695771703913867,0.4545454545454545,12.0,2.1,1.7,0.49,169.0,2.0,12.0,1.2013992,128.0,0.0,7.0,2.779493,3.0,-0.578729,4.5,,
2722,2023,6,6.33918918918919,30.76923076923077,2.9539166666666663,13,37,2.8461538461538463,0,49.307670286642846,-12.307670286642846,-0.9467438682032958,0.2307692307692307,13.0,2.2,0.6,0.77,307.0,2.0,18.0,-8.266499,106.0,0.0,5.0,-4.6722536,1.0,-4.605603,3.7,,
2723,2023,6,3.055652173913044,10.0,2.3154,10,46,4.6,1,56.61534913816227,-10.615349138162273,-1.061534913816227,0.3,10.0,3.2,1.4,0.65,200.0,0.0,7.0,-4.471819,83.0,2.0,8.0,4.1647587,3.0,0.7860811,10.6,,
2725,2023,6,4.259250000000001,0.0,2.8792222222222223,10,40,4.0,0,54.07878429490309,-14.078784294903087,-1.4078784294903088,0.2,10.0,4.0,0.0,0.37,235.0,0.0,12.0,-17.462166,130.0,0.0,6.0,-1.3853657,2.0,-1.6875095,4.0,,
2729,2023,7,4.943870967741935,20.0,2.423,10,31,3.1,0,38.070308410721545,-7.070308410721545,-0.7070308410721544,0.3,10.0,0.8,2.3,0.39,378.0,2.0,18.0,12.857419,74.0,0.0,3.0,-2.516029,2.0,-1.3162605,3.1,,
2730,2023,7,6.0165625,7.6923076923076925,2.6093333333333333,13,32,2.4615384615384617,0,60.30799654133331,-28.30799654133331,-2.1775381954871778,0.2307692307692307,13.0,1.8,0.7,0.53,424.0,4.0,21.0,22.319954,68.0,0.0,3.0,-1.1493709,1.0,-4.104826,3.2,,
2737,2023,7,3.2815730337078644,31.25,2.680533333333333,16,89,5.5625,2,57.49277939008185,31.50722060991815,1.9692012881198844,0.6875,16.0,5.2,0.4,0.46,162.0,1.0,10.0,5.414428,173.0,2.0,13.0,7.2967286,6.0,6.7538605,20.9,,
2738,2023,7,4.301320754716979,21.428571428571427,2.910307692307692,14,53,3.7857142857142856,1,58.82441723729794,-5.824417237297944,-0.4160298026641388,0.3571428571428571,14.0,1.6,2.2,0.58,230.0,0.0,9.0,0.638551,86.0,3.0,8.0,0.3465712,4.0,-0.5088617,11.3,,
2739,2023,7,5.715084745762711,57.14285714285714,2.90485,21,59,2.8095238095238093,0,76.2198661540702,-22.219866154070203,-1.11099330770351,0.3,21.0,1.7,1.1,0.51,250.0,0.0,9.0,7.059154,156.0,1.0,10.0,-10.090162,4.0,-2.5732298,5.9,,
2744,2023,7,5.222647058823528,23.07692307692308,2.682636363636364,13,34,2.6153846153846154,0,44.07056599668266,-23.07056599668266,-1.9225471663902216,0.25,13.0,2.0,0.6,0.75,275.0,1.0,13.0,0.57518584,73.0,0.0,2.0,-3.8414416,0.0,-5.297186,3.4000000000000004,,
2747,2023,7,3.909464285714286,30.0,3.3934444444444445,10,56,5.6,0,48.081575083576126,7.918424916423874,0.7918424916423874,0.4,10.0,3.7,1.9,0.4,250.0,0.0,9.0,7.059154,156.0,1.0,10.0,-10.090162,2.0,-0.74632597,5.6000000000000005,,
2748,2023,7,2.6684848484848493,0.0,2.573583333333333,12,66,5.5,0,54.11710192087308,11.882898079126925,0.9902415065939104,0.5833333333333334,12.0,1.9,3.6,0.43,231.0,1.0,8.0,-3.5908406,135.0,1.0,8.0,-0.18543673,4.0,0.671024,6.6000000000000005,,
2750,2023,7,3.91258064516129,18.181818181818183,2.3873333333333333,11,31,2.8181818181818183,1,31.652955482166,-0.652955482166,-0.0593595892878181,0.4545454545454545,11.0,1.8,1.0,0.35,272.0,2.0,13.0,13.239484,96.0,1.0,6.0,0.3528508,2.0,0.5769172,9.1,,
2752,2023,7,3.4163513513513517,27.27272727272727,2.979875,11,74,6.727272727272728,1,48.21986342420201,25.78013657579799,2.343648779617999,0.2727272727272727,11.0,6.3,0.5,0.43,183.0,0.0,9.0,-9.205801,150.0,3.0,6.0,-3.5079594,1.0,0.5188033,13.4,,
2753,2023,7,5.8325,42.85714285714285,3.100230769230769,14,48,3.4285714285714284,0,47.757834104552266,-1.7578341045522663,-0.135218008042482,0.3846153846153846,14.0,3.4,0.0,0.48,162.0,1.0,10.0,5.414428,173.0,2.0,13.0,7.2967286,3.0,-2.7915952,4.800000000000001,,
2757,2023,8,3.623898305084746,11.76470588235294,2.4614000000000003,17,59,3.4705882352941178,1,67.28265007647687,-12.28265007647687,-0.7676656297798043,0.3125,17.0,3.0,0.5,0.58,354.0,2.0,12.0,16.120714,161.0,3.0,10.0,5.525837,2.0,-1.7774518,11.9,,
2762,2023,8,4.089756097560976,30.0,2.9975,10,41,4.1,0,44.73599365436224,-3.73599365436224,-0.3735993654362239,0.6,10.0,3.3,0.8,0.31,257.0,1.0,10.0,-4.9937735,155.0,1.0,9.0,-1.3553848,2.0,-0.7204135,4.1000000000000005,,
2763,2023,8,4.4481012658227845,50.0,2.7847894736842105,24,79,3.2916666666666665,0,83.09083525860107,-4.090835258601075,-0.1704514691083781,0.4166666666666667,24.0,2.3,1.0,0.89,292.0,1.0,11.0,7.139635,106.0,0.0,6.0,-9.581875,5.0,-5.247222,7.9,,
2764,2023,8,3.038378378378378,35.714285714285715,2.619428571428571,14,74,5.285714285714286,0,53.607177306852016,20.392822693147984,1.4566301923677132,0.6428571428571429,14.0,3.1,2.2,0.28,272.0,1.0,17.0,0.42453992,222.0,1.0,10.0,-6.692869,5.0,-3.6531765,7.4,,
2765,2023,8,2.9308955223880595,21.428571428571427,2.410692307692308,14,67,4.785714285714286,0,55.28538927461767,11.714610725382329,0.8367579089558806,0.3571428571428571,14.0,3.1,1.6,0.67,324.0,2.0,16.0,1.8202115,115.0,1.0,8.0,4.841855,4.0,1.1682957,6.7,,
2766,2023,8,3.858846153846154,35.0,2.6821111111111104,20,78,3.9,0,79.65821185120153,-1.6582118512015285,-0.0829105925600764,0.4,20.0,2.7,1.3,0.55,208.0,2.0,12.0,-8.7447195,129.0,1.0,7.0,-5.2383194,3.0,-6.859454,7.800000000000001,,
2767,2023,8,3.001973684210526,7.6923076923076925,2.60108,26,152,5.846153846153846,1,106.96482830792466,45.03517169207534,1.7321219881567438,0.3846153846153846,26.0,2.8,3.0,0.7,272.0,1.0,17.0,0.42453992,222.0,1.0,10.0,-6.692869,5.0,-0.23376708,21.200000000000003,,
2770,2023,8,3.588043478260869,8.333333333333332,2.8475,12,46,3.8333333333333335,0,49.07319720225806,-3.073197202258058,-0.2560997668548381,0.25,12.0,1.0,2.8,0.43,140.0,0.0,10.0,2.4369864,110.0,2.0,6.0,2.0801966,1.0,-1.1460629,4.6000000000000005,,
2771,2023,8,4.189074074074074,25.0,2.9746666666666663,12,54,4.5,1,54.07933014406102,-0.0793301440610179,-0.0066108453384181,0.5833333333333334,12.0,3.1,1.4,0.97,365.0,1.0,15.0,-2.8519344,113.0,1.0,8.0,1.0756934,4.0,-0.8017384,11.4,,
2774,2023,8,2.4727272727272727,9.090909090909092,2.6714999999999995,11,66,6.0,1,41.18466637636808,24.81533362363192,2.255939420330175,0.2727272727272727,11.0,4.9,1.1,0.39,213.0,2.0,10.0,-2.037972,164.0,1.0,6.0,5.2401795,2.0,2.1033216,12.6,,
2776,2023,8,4.892941176470587,25.925925925925924,2.932541666666667,27,85,3.1481481481481484,0,93.50451347781622,-8.504513477816218,-0.3149819806598599,0.4074074074074074,27.0,2.6,0.6,0.63,114.0,3.0,7.0,-4.8447876,153.0,0.0,10.0,0.41880393,4.0,-4.18501,8.5,,
2778,2023,8,3.0466666666666664,10.0,2.4088000000000003,10,39,3.9,0,38.934021787569954,0.0659782124300463,0.0065978212430046,0.3,10.0,2.1,1.8,0.58,161.0,2.0,7.0,-9.127332,77.0,0.0,6.0,-0.30392057,3.0,-0.4937428,3.9,,
2783,2023,8,3.3864999999999994,26.31578947368421,2.512722222222222,19,80,4.2105263157894735,3,76.35475573089116,3.645244269108844,0.1918549615320444,0.5789473684210527,19.0,2.6,1.6,0.52,157.0,1.0,8.0,-4.98437,130.0,3.0,9.0,5.586592,7.0,5.8204246,26.0,,
2786,2023,9,5.360312499999999,16.666666666666664,2.8191,12,32,2.6666666666666665,0,36.75367272414506,-4.753672724145062,-0.3961393936787551,0.5,12.0,1.4,1.3,0.41,130.0,0.0,6.0,-14.59585,68.0,0.0,3.0,-10.094225,2.0,-6.0352006,3.2,,
2787,2023,9,5.866046511627907,38.88888888888889,2.7734999999999994,18,43,2.388888888888889,0,60.41468673669383,-17.41468673669383,-0.9674825964829906,0.4444444444444444,18.0,1.8,0.6,0.65,207.0,2.0,10.0,8.435014,109.0,2.0,7.0,2.9839962,1.0,-4.5437903,4.3,,
2793,2023,9,3.2328787878787884,6.25,2.5830625000000005,16,66,4.125,0,67.45483486731915,-1.4548348673191498,-0.0909271792074468,0.5625,16.0,2.5,1.6,0.68,185.0,2.0,11.0,1.3612226,93.0,0.0,4.0,-0.39022878,4.0,-0.36250457,6.6000000000000005,,
2795,2023,9,7.260000000000002,10.0,2.7895000000000003,10,19,1.9,0,61.20497815280862,-42.20497815280862,-4.220497815280862,0.1,10.0,0.7,1.2,0.59,130.0,0.0,6.0,-14.59585,68.0,0.0,3.0,-10.094225,0.0,-2.9547646,1.9,,
2797,2023,9,3.5794827586206908,0.0,2.4496666666666664,16,58,3.625,0,53.84996625114737,4.150033748852628,0.2593771093032893,0.4375,16.0,1.5,2.1,0.65,173.0,1.0,7.0,-24.652828,138.0,0.0,10.0,3.4548426,4.0,-1.653063,5.800000000000001,,
2799,2023,9,5.205128205128205,25.0,2.653555555555556,12,39,3.25,1,30.482689611052532,8.517310388947465,0.709775865745622,0.5,12.0,0.8,2.4,0.35,268.0,1.0,12.0,-1.4887449,110.0,1.0,6.0,-6.4450855,3.0,-1.582319,9.9,,
2800,2023,9,4.581363636363637,12.5,2.783642857142857,16,44,2.75,0,65.72539579386026,-21.725395793860255,-1.357837237116266,0.3125,16.0,1.1,1.7,0.56,236.0,2.0,13.0,-1.5918651,146.0,1.0,8.0,-2.1315572,2.0,-4.595276,4.4,,
2802,2023,9,5.023750000000001,0.0,2.72475,13,40,3.076923076923077,0,56.42814594035843,-16.428145940358426,-1.263703533873725,0.3846153846153846,13.0,2.3,0.8,0.63,225.0,1.0,11.0,1.9949238,298.0,3.0,16.0,10.957305,2.0,-2.550354,4.0,,
2805,2023,9,3.175176470588235,0.0,2.8487500000000003,12,85,7.083333333333333,1,60.76945011636665,24.23054988363335,2.0192124903027797,0.5,12.0,4.7,2.4,0.56,193.0,1.0,11.0,0.5236871,117.0,1.0,6.0,0.56642115,4.0,3.33146,14.5,,
2810,2023,10,3.962337662337663,35.714285714285715,2.9793333333333334,14,77,5.5,2,52.45288111233843,24.54711888766157,1.7533656348329691,0.2857142857142857,14.0,2.1,3.4,0.58,333.0,2.0,13.0,14.82673,200.0,3.0,8.0,11.664154,4.0,4.200145,19.7,,
2811,2023,10,5.251764705882354,5.0,2.9056,20,51,2.55,0,58.5416508601418,-7.5416508601418,-0.37708254300709,0.3,20.0,1.2,1.4,0.71,278.0,2.0,12.0,7.865438,77.0,0.0,4.0,-6.3900676,1.0,-7.0666285,5.1000000000000005,,
2814,2023,10,3.168522727272728,10.0,2.656947368421053,20,88,4.4,0,77.76212357138668,2.237876428613319,0.1177829699270168,0.4210526315789473,20.0,2.1,2.4,0.67,195.0,0.0,9.0,-4.448486,167.0,0.0,11.0,4.502537,6.0,3.4937627,8.8,,
2821,2023,10,2.9102970297029698,6.666666666666667,2.826571428571429,15,101,6.733333333333333,1,63.71735343389464,37.28264656610536,2.48550977107369,0.5333333333333333,15.0,3.5,3.3,0.51,126.0,0.0,6.0,-5.6876287,205.0,2.0,12.0,8.230974,6.0,5.1552925,16.1,,
2822,2023,10,3.5326250000000003,9.523809523809524,2.6316842105263154,21,80,3.809523809523809,1,91.821865490791,-11.821865490791012,-0.5629459757519529,0.3333333333333333,21.0,2.0,1.9,0.53,162.0,0.0,10.0,-2.0196083,133.0,1.0,10.0,-3.2293077,6.0,-1.5214705,14.0,,
2823,2023,10,5.310444444444444,26.666666666666668,3.038,15,45,3.0,1,44.5371797753044,0.462820224695605,0.0308546816463736,0.4,15.0,1.7,1.3,0.44,268.0,1.0,12.0,8.314626,125.0,2.0,8.0,-1.5262456,3.0,-3.712972,10.5,,
2826,2023,10,5.918285714285715,38.46153846153847,2.807454545454545,13,35,2.6923076923076925,0,67.47883767288145,-32.478837672881454,-2.498372128683189,0.0769230769230769,13.0,1.6,1.1,0.56,289.0,2.0,13.0,5.1953487,116.0,0.0,3.0,-1.1921251,1.0,-3.3195286,3.5,,
2832,2023,10,3.047962962962963,15.384615384615383,2.662666666666667,13,54,4.153846153846154,0,55.04383618834934,-1.0438361883493386,-0.0802950914114875,0.5384615384615384,13.0,2.4,1.8,0.33,195.0,0.0,9.0,-4.448486,167.0,0.0,11.0,4.502537,3.0,-0.2515577,5.4,,
2834,2023,10,4.440579710144927,21.73913043478261,2.650619047619047,23,69,3.0,1,87.53664338941927,-18.536643389419268,-0.8059410169312725,0.217391304347826,23.0,1.6,1.4,0.88,194.0,0.0,8.0,2.4175482,70.0,1.0,4.0,-3.365789,4.0,-1.6987033,12.9,,
2835,2023,10,3.073164556962025,25.0,2.483090909090909,12,79,6.583333333333333,1,64.64188967243702,14.358110327562985,1.196509193963582,0.5,12.0,4.1,2.5,0.28,472.0,4.0,19.0,15.837875,168.0,3.0,12.0,7.7119083,5.0,4.015551,13.9,,
2836,2023,10,3.9858947368421056,18.181818181818183,2.8267272727272728,22,95,4.318181818181818,1,99.8994809903217,-9.899480990321706,-0.4949740495160853,0.3,22.0,2.4,2.0,0.75,94.0,1.0,5.0,-5.0446863,184.0,2.0,11.0,3.9277778,6.0,0.8407943,15.5,,
2839,2023,11,3.250178571428571,0.0,2.8099,22,112,5.090909090909091,1,94.58659213796152,17.413407862038483,0.7915185391835674,0.4545454545454545,22.0,4.0,1.1,0.85,338.0,2.0,18.0,2.065919,111.0,1.0,4.0,-5.5559697,4.0,-0.45791033,17.200000000000003,,
2843,2023,11,3.526,20.0,2.297777777777778,10,35,3.5,0,29.89291045125536,0.1070895487446428,0.0118988387494047,0.4444444444444444,10.0,2.0,1.5,0.32,275.0,3.0,10.0,12.000879,130.0,0.0,9.0,-8.044674,3.0,-2.2457108,3.5,,
2846,2023,11,4.906666666666667,50.0,2.824818181818181,12,36,3.0,0,45.54816026254287,-9.548160262542863,-0.7956800218785721,0.3333333333333333,12.0,3.0,0.0,0.44,165.0,0.0,10.0,-9.681774,96.0,1.0,7.0,-0.5663483,3.0,-0.86181957,3.6,,
2849,2023,11,3.313064516129032,50.0,2.915666666666666,12,62,5.166666666666667,2,37.63388975568756,24.366110244312445,2.030509187026037,0.5833333333333334,12.0,4.8,0.3,0.38,264.0,2.0,9.0,8.243132,157.0,2.0,10.0,1.9993107,6.0,2.3816028,18.2,,
2852,2023,11,5.833043478260869,20.0,2.701777777777778,10,23,2.3,0,29.51258633620749,-8.512586336207491,-0.9458429262452768,0.2222222222222222,10.0,1.4,0.9,0.63,132.0,1.0,8.0,-12.58367,63.0,0.0,3.0,-2.198022,1.0,-1.8514607,2.3000000000000003,,
2857,2023,11,3.2557971014492755,6.25,2.4234375,16,69,4.3125,0,70.62413804642675,-4.624138046426751,-0.3082758697617834,0.2,16.0,3.7,0.6,0.64,169.0,2.0,10.0,-2.459464,136.0,0.0,6.0,5.573618,4.0,1.1929253,6.9,,
2862,2023,11,6.44774193548387,33.33333333333333,2.98009090909091,12,31,2.583333333333333,1,42.69573372518275,-24.69573372518275,-2.245066702289341,0.1818181818181818,12.0,1.7,0.9,0.49,165.0,0.0,10.0,-9.681774,96.0,1.0,7.0,-0.5663483,2.0,-1.1116842,9.1,,
2864,2023,11,4.457580645161291,21.428571428571427,3.132909090909091,14,62,4.428571428571429,0,49.107752994007846,12.892247005992154,0.9208747861422968,0.3571428571428571,14.0,2.9,1.6,0.69,214.0,1.0,11.0,-6.8267093,123.0,1.0,7.0,4.4147763,4.0,0.1370243,6.2,,
2865,2023,11,5.437142857142857,62.5,2.6520714285714284,16,35,2.1875,0,41.19880756868756,-6.198807568687563,-0.3874254730429727,0.375,16.0,0.6,1.6,0.43,169.0,1.0,10.0,4.194769,183.0,1.0,11.0,0.6526127,2.0,-4.972421,3.5,,
2870,2023,12,3.10265306122449,28.57142857142857,2.64155,21,98,4.666666666666667,1,78.25410165848547,19.745898341514533,0.940280873405454,0.4285714285714285,21.0,2.1,2.5,0.78,143.0,0.0,8.0,-16.32507,147.0,1.0,10.0,5.1785774,8.0,5.09782,15.8,,
2871,2023,12,3.267454545454545,5.0,2.9648888888888885,20,110,5.5,1,72.42476756904509,37.57523243095491,1.8787616215477456,0.3,20.0,2.9,2.6,0.76,248.0,1.0,12.0,3.499284,123.0,1.0,4.0,-5.0317264,2.0,-4.6989055,17.0,,
2873,2023,12,5.219302325581395,0.0,2.749928571428572,16,43,2.6875,0,69.73297006285962,-26.73297006285962,-1.6708106289287263,0.125,16.0,2.5,0.2,0.43,339.0,2.0,15.0,7.660535,173.0,2.0,13.0,7.38839,2.0,-4.191885,4.3,,
2874,2023,12,4.036521739130435,0.0,2.7738,12,46,3.8333333333333335,0,36.05211408893662,9.94788591106338,0.828990492588615,0.4166666666666667,12.0,2.8,1.1,0.81,191.0,1.0,7.0,-1.8240212,58.0,0.0,3.0,-10.049945,2.0,-2.79341,4.6000000000000005,,
2875,2023,12,3.606481481481481,18.181818181818183,2.782272727272728,11,54,4.909090909090909,0,71.47509441202466,-17.47509441202466,-1.5886449465476964,0.2727272727272727,11.0,4.9,0.0,0.71,332.0,2.0,17.0,-5.440493,140.0,1.0,6.0,-6.5959444,2.0,-0.9222726,5.4,,
2877,2023,12,2.793516483516484,40.0,2.6762307692307696,15,91,6.066666666666666,2,54.49953081627674,36.50046918372326,2.433364612248217,0.7333333333333333,15.0,3.1,2.9,0.58,251.0,0.0,13.0,-0.09710012,155.0,3.0,12.0,1.9226766,8.0,3.3121269,21.1,,
2880,2023,12,4.191142857142858,20.0,2.944222222222222,10,35,3.5,0,37.31131433504196,-2.311314335041964,-0.2311314335041963,0.5,10.0,2.8,0.7,0.74,217.0,0.0,12.0,-5.587292,118.0,0.0,6.0,-4.7852106,1.0,-1.3825083,3.5,,
2882,2023,12,5.221020408163265,0.0,2.913,13,49,3.769230769230769,0,55.25408041683206,-6.2540804168320605,-0.4810831089870815,0.2307692307692307,13.0,2.3,1.5,0.48,278.0,0.0,15.0,11.777033,153.0,1.0,6.0,-8.354722,1.0,-8.85335,4.9,,
2883,2023,12,3.23953125,10.0,2.8593,10,64,6.4,0,66.21994087350372,-2.2199408735037167,-0.2219940873503716,0.5,10.0,3.7,2.7,0.29,168.0,1.0,9.0,-2.7463157,228.0,1.0,15.0,5.8603435,4.0,2.3133616,6.4,,
2889,2023,12,2.95103896103896,15.384615384615383,2.658416666666666,13,77,5.923076923076923,1,69.04421301891968,7.955786981080323,0.6119836139292556,0.3076923076923077,13.0,3.2,2.8,0.34,229.0,4.0,16.0,13.204231,228.0,1.0,9.0,8.896523,3.0,2.820623,13.7,,
2892,2023,12,7.665357142857142,0.0,2.865909090909092,15,28,1.8666666666666667,0,48.97399774723891,-20.97399774723891,-1.398266516482594,0.2666666666666666,15.0,0.0,1.9,0.36,194.0,0.0,7.0,-4.867259,96.0,1.0,8.0,-4.4231133,4.0,-6.6284714,2.8000000000000003,,
2893,2023,12,3.237875,0.0,2.9040000000000004,14,80,5.714285714285714,0,63.19165906102872,16.808340938971284,1.2005957813550918,0.3571428571428571,14.0,5.0,0.7,0.64,200.0,3.0,12.0,0.087195545,185.0,2.0,9.0,2.1832895,2.0,0.38849935,8.0,,
2894,2023,12,3.455384615384616,30.0,3.0058888888888884,10,52,5.2,0,44.28357933603185,7.716420663968151,0.7716420663968151,0.5,10.0,4.0,1.2,0.56,185.0,1.0,8.0,-23.790539,73.0,0.0,3.0,-2.2965868,3.0,-0.38761833,5.2,,
2898,2023,13,4.074761904761904,60.0,2.7499090909090915,25,105,4.2,2,95.55532443147536,9.44467556852463,0.3777870227409852,0.4,25.0,3.6,0.6,0.76,145.0,1.0,7.0,1.1446906,150.0,2.0,8.0,-1.6845396,6.0,0.6779467,22.5,,
2900,2023,13,4.384333333333333,31.57894736842105,2.885444444444444,19,60,3.1578947368421053,1,54.58384356325136,-1.5838435632513566,-0.0879913090695198,0.3333333333333333,19.0,1.3,1.9,0.61,334.0,3.0,16.0,11.055332,72.0,2.0,4.0,-2.9222274,2.0,-5.9333215,12.0,,
2901,2023,13,3.3067999999999995,12.5,2.6196428571428574,16,75,4.6875,0,87.03729615015482,-12.037296150154816,-0.752331009384676,0.25,16.0,4.7,0.0,0.67,224.0,1.0,12.0,0.14494959,177.0,2.0,12.0,2.3198552,4.0,0.98925954,7.5,,
2905,2023,13,4.344285714285714,0.0,3.0967,10,35,3.5,0,32.431867304218244,2.568132695781756,0.2568132695781756,0.4,10.0,0.7,2.8,0.56,127.0,0.0,5.0,-14.074273,138.0,2.0,6.0,3.3061352,1.0,-2.2266092,3.5,,
2908,2023,13,5.873414634146341,13.333333333333334,3.158833333333334,15,41,2.7333333333333334,1,47.00779598645787,-6.007795986457872,-0.4005197324305248,0.2666666666666666,15.0,1.1,1.7,0.38,292.0,1.0,8.0,2.791624,89.0,1.0,5.0,-5.257428,1.0,-3.2650745,10.1,,
2909,2023,13,2.7060000000000004,11.11111111111111,2.6675294117647064,18,110,6.111111111111111,1,80.70467279865419,29.295327201345813,1.6275181778525452,0.5555555555555556,18.0,2.6,3.6,0.7,210.0,1.0,13.0,3.9477346,148.0,1.0,10.0,7.587163,8.0,4.943246,17.0,,
2920,2023,14,2.460909090909091,0.0,2.522111111111111,10,66,6.6,0,42.63265964062263,23.367340359377373,2.336734035937737,0.7,10.0,4.6,2.0,0.32,146.0,0.0,9.0,-12.12139,132.0,0.0,6.0,-2.2989597,3.0,1.6562419,6.6000000000000005,,
2921,2023,14,6.064642857142858,7.6923076923076925,2.7193,13,28,2.1538461538461537,0,47.22407726109673,-19.22407726109673,-1.4787751739305175,0.2307692307692307,13.0,2.2,0.0,0.84,240.0,1.0,14.0,-0.43446568,46.0,0.0,4.0,-3.2808747,2.0,-4.0450983,2.8000000000000003,,
2924,2023,14,5.571764705882352,23.07692307692308,2.8699166666666667,13,34,2.6153846153846154,0,45.745969202949,-13.745969202949,-1.1454974335790833,0.25,13.0,1.8,0.8,0.63,171.0,0.0,5.0,-19.20355,56.0,0.0,3.0,-0.84622526,1.0,-3.2197957,3.4000000000000004,,
