team,year,coach,salary,years,total value,current,prev team,side,resigned,season,epa_offense,pass_epa_offense,rush_epa_offense,passing_yards_offense,rushing_yards_offense,first_down_offense,touchdown_offense,sack_offense,punt_attempt_offense,penalty_offense,air_yards_offense,drive_first_downs_offense,drive_inside20_offense,qb_epa_offense,pass_oe_offense,epa_defense,pass_epa_defense,rush_epa_defense,passing_yards_defense,rushing_yards_defense,first_down_defense,touchdown_defense,sack_defense,punt_attempt_defense,penalty_defense,air_yards_defense,drive_first_downs_defense,drive_inside20_defense,qb_epa_defense,pass_oe_defense,points_for,points_against,points_diff,points_diff_comp,points_diff_comp2,prev_epa_offense,prev_pass_epa_offense,prev_rush_epa_offense,prev_passing_yards_offense,prev_rushing_yards_offense,prev_first_down_offense,prev_touchdown_offense,prev_sack_offense,prev_punt_attempt_offense,prev_penalty_offense,prev_air_yards_offense,prev_drive_first_downs_offense,prev_drive_inside20_offense,prev_qb_epa_offense,prev_pass_oe_offense,prev_epa_defense,prev_pass_epa_defense,prev_rush_epa_defense,prev_passing_yards_defense,prev_rushing_yards_defense,prev_first_down_defense,prev_touchdown_defense,prev_sack_defense,prev_punt_attempt_defense,prev_penalty_defense,prev_air_yards_defense,prev_drive_first_downs_defense,prev_drive_inside20_defense,prev_qb_epa_defense,prev_pass_oe_defense,prev_points_for,prev_points_against,prev_points_diff,prev_points_diff_comp,prev_points_diff_comp2,diff_epa_offense,diff_pass_epa_offense,diff_rush_epa_offense,diff_passing_yards_offense,diff_rushing_yards_offense,diff_first_down_offense,diff_touchdown_offense,diff_sack_offense,diff_punt_attempt_offense,diff_penalty_offense,diff_air_yards_offense,diff_drive_first_downs_offense,diff_drive_inside20_offense,diff_qb_epa_offense,diff_pass_oe_offense,diff_epa_defense,diff_pass_epa_defense,diff_rush_epa_defense,diff_passing_yards_defense,diff_rushing_yards_defense,diff_first_down_defense,diff_touchdown_defense,diff_sack_defense,diff_punt_attempt_defense,diff_penalty_defense,diff_air_yards_defense,diff_drive_first_downs_defense,diff_drive_inside20_defense,diff_qb_epa_defense,diff_pass_oe_defense,diff_points_for,diff_points_against,diff_points_diff,diff_points_diff_comp,diff_points_diff_comp2,prev_team_epa_offense,prev_team_pass_epa_offense,prev_team_rush_epa_offense,prev_team_passing_yards_offense,prev_team_rushing_yards_offense,prev_team_first_down_offense,prev_team_touchdown_offense,prev_team_sack_offense,prev_team_punt_attempt_offense,prev_team_penalty_offense,prev_team_air_yards_offense,prev_team_drive_first_downs_offense,prev_team_drive_inside20_offense,prev_team_qb_epa_offense,prev_team_pass_oe_offense,prev_team_epa_defense,prev_team_pass_epa_defense,prev_team_rush_epa_defense,prev_team_passing_yards_defense,prev_team_rushing_yards_defense,prev_team_first_down_defense,prev_team_touchdown_defense,prev_team_sack_defense,prev_team_punt_attempt_defense,prev_team_penalty_defense,prev_team_air_yards_defense,prev_team_drive_first_downs_defense,prev_team_drive_inside20_defense,prev_team_qb_epa_defense,prev_team_pass_oe_defense,prev_team_points_for,prev_team_points_against,prev_team_points_diff,prev_team_points_diff_comp,prev_team_points_diff_comp2
BAL,2019,John Harbaugh,9.0,4.0,36.0,False,BAL,def,True,2019.0,199.77945,169.23875,48.25399,3350.0,3287.0,381.0,59.0,28.0,41.0,101.0,3822.0,4259.0,732.0,203.9889,-7.479098,-87.021774,-52.288506,-32.802444,3583.0,1494.0,271.0,34.0,37.0,64.0,104.0,4649.0,3152.0,529.0,-63.815075,0.26520163,531.0,282.0,249.0,3.706285315685271,-3.706285315685271,-7.004011,35.14333,-12.201318,3902.0,2526.0,377.0,40.0,39.0,67.0,114.0,5053.0,4278.0,675.0,-2.4896262,-6.2204523,-117.93421,-28.167027,-55.75666,3811.0,1416.0,293.0,37.0,44.0,93.0,127.0,4979.0,3522.0,527.0,-99.93904,1.9330338,406.0,310.0,96.0,1.7769182861752888,-1.7769182861752888,206.78346,134.09543,60.455307,-552.0,761.0,4.0,19.0,-11.0,-26.0,-13.0,-1231.0,-19.0,57.0,206.47853,-1.2586455,30.912437,-24.121479,22.954216,-228.0,78.0,-22.0,-3.0,-7.0,-29.0,-23.0,-330.0,-370.0,2.0,36.123966,-1.6678321,125.0,-28.0,153.0,1.9293670295099823,-1.9293670295099823,-7.004011,35.14333,-12.201318,3902.0,2526.0,377.0,40.0,39.0,67.0,114.0,5053.0,4278.0,675.0,-2.4896262,-6.2204523,-117.93421,-28.167027,-55.75666,3811.0,1416.0,293.0,37.0,44.0,93.0,127.0,4979.0,3522.0,527.0,-99.93904,1.9330338,406.0,310.0,96.0,1.7769182861752888,-1.7769182861752888
CIN,2019,Zac Taylor,3.5,4.0,14.0,False,LA,off,True,2019.0,-93.7112,-53.923107,-49.730595,3994.0,1517.0,311.0,33.0,48.0,75.0,119.0,5022.0,3466.0,562.0,-76.11396,-0.9228523,74.495255,112.603775,-10.50777,4121.0,2373.0,324.0,42.0,31.0,69.0,96.0,4337.0,3620.0,592.0,89.045494,-2.6884747,279.0,420.0,-141.0,-2.1002542170635032,2.1002542170635032,-11.066399,46.286327,-35.76146,3569.0,1682.0,304.0,42.0,37.0,72.0,129.0,4359.0,3275.0,492.0,-5.729674,0.33266738,89.88418,114.114006,2.3639028,4587.0,2199.0,371.0,54.0,34.0,54.0,98.0,4835.0,4207.0,680.0,99.55065,-0.5530303,368.0,455.0,-87.0,-1.7342498492864957,1.7342498492864957,-82.6448,-100.209435,-13.969135,425.0,-165.0,7.0,-9.0,11.0,3.0,-10.0,663.0,191.0,70.0,-70.384285,-1.2555196,-15.388924,-1.510231,-12.871673,-466.0,174.0,-47.0,-12.0,-3.0,15.0,-2.0,-498.0,-587.0,-88.0,-10.505157,-2.1354444,-89.0,-35.0,-54.0,-0.3660043677770075,0.3660043677770075,145.86119,135.85059,27.765865,4730.0,2231.0,394.0,56.0,33.0,43.0,86.0,4906.0,4018.0,760.0,150.65077,2.3818753,-23.273006,27.325699,-32.370617,4106.0,1957.0,316.0,48.0,41.0,66.0,109.0,4249.0,3439.0,563.0,-17.603424,-1.5925853,527.0,384.0,143.0,1.7786436215252526,-1.7786436215252526
GB,2019,Matt LaFleur,5.0,4.0,20.0,False,TEN,off,False,2019.0,28.547466,86.917755,-22.073736,4017.0,1795.0,318.0,44.0,36.0,77.0,121.0,5016.0,3369.0,511.0,43.28538,3.2568386,-44.45435,-27.393673,-5.7740765,4016.0,1921.0,306.0,34.0,41.0,67.0,75.0,4705.0,3598.0,574.0,-37.071213,-2.9603717,376.0,313.0,63.0,0.9987544415740665,-0.9987544415740665,12.088859,72.24415,-12.613703,4629.0,1667.0,329.0,40.0,53.0,72.0,95.0,5667.0,3367.0,466.0,15.9593725,7.0243697,36.006443,95.50792,-35.362774,4074.0,1918.0,326.0,48.0,44.0,72.0,110.0,4387.0,3689.0,577.0,40.760185,0.80782896,376.0,400.0,-24.0,-0.4843686823259374,0.4843686823259374,16.458607,14.673607,-9.460033,-612.0,128.0,-11.0,4.0,-17.0,5.0,26.0,-651.0,2.0,45.0,27.326008,-3.7675312,-80.46079,-122.901596,29.588697,-58.0,3.0,-20.0,-14.0,-3.0,-5.0,-35.0,318.0,-91.0,-3.0,-77.8314,-3.7682006,0.0,-87.0,87.0,1.4831231239000038,-1.4831231239000038,-27.977724,11.602528,-40.4664,3255.0,2023.0,287.0,33.0,47.0,75.0,104.0,3265.0,3025.0,507.0,-20.039656,-7.3433228,-28.158102,14.956247,-29.128563,3719.0,1863.0,298.0,33.0,39.0,71.0,98.0,4484.0,3606.0,528.0,-24.254286,-0.70985776,310.0,303.0,7.0,0.6965108277649644,-0.6965108277649644
NO,2019,Sean Payton,9.0,5.0,45.0,False,NO,off,False,2019.0,55.343117,100.94855,-23.41342,4689.0,1835.0,366.0,50.0,28.0,65.0,99.0,3992.0,3686.0,597.0,55.343117,4.258762,-74.92396,37.1535,-75.975075,4443.0,1597.0,330.0,47.0,54.0,79.0,123.0,5254.0,3971.0,622.0,-56.568897,1.0414059,478.0,367.0,111.0,1.5875208893009578,-1.5875208893009578,151.05646,162.52357,-2.8645568,4174.0,2025.0,374.0,60.0,20.0,43.0,96.0,3769.0,4068.0,737.0,170.33029,-0.92050713,-27.439138,87.70332,-66.878105,4623.0,1280.0,330.0,43.0,49.0,53.0,83.0,4889.0,3788.0,596.0,5.230467,4.2221584,504.0,353.0,151.0,2.131671919954629,-2.131671919954629,-95.71334,-61.575027,-20.548862,515.0,-190.0,-8.0,-10.0,8.0,22.0,3.0,223.0,-382.0,-140.0,-114.987175,5.179269,-47.484818,-50.549824,-9.09697,-180.0,317.0,0.0,4.0,5.0,26.0,40.0,365.0,183.0,26.0,-61.799362,-3.1807525,-26.0,14.0,-40.0,-0.544151030653671,0.544151030653671,151.05646,162.52357,-2.8645568,4174.0,2025.0,374.0,60.0,20.0,43.0,96.0,3769.0,4068.0,737.0,170.33029,-0.92050713,-27.439138,87.70332,-66.878105,4623.0,1280.0,330.0,43.0,49.0,53.0,83.0,4889.0,3788.0,596.0,5.230467,4.2221584,504.0,353.0,151.0,2.131671919954629,-2.131671919954629
BUF,2020,Sean McDermott,8.5,6.0,51.0,False,BUF,def,True,2020.0,184.57333,220.25397,-30.258883,5110.0,1819.0,411.0,59.0,29.0,45.0,108.0,5501.0,4534.0,735.0,194.1799,9.950176,33.710827,62.80342,-7.343073,4255.0,2077.0,375.0,51.0,38.0,65.0,84.0,4180.0,4437.0,764.0,48.355778,-2.7073557,528.0,399.0,129.0,1.7572301156564603,-1.7572301156564603,-57.080254,11.859093,-34.245235,3756.0,2226.0,332.0,38.0,43.0,84.0,113.0,5110.0,3428.0,493.0,-57.080254,-1.402276,-128.40727,-61.493458,-26.39859,3668.0,1790.0,307.0,30.0,51.0,89.0,108.0,4041.0,3531.0,539.0,-99.7491,-1.7577815,333.0,281.0,52.0,0.8986318980315262,-0.8986318980315262,241.6536,208.39487,3.986353,1354.0,-407.0,79.0,21.0,-14.0,-39.0,-5.0,391.0,1106.0,242.0,251.26016,11.352452,162.1181,124.296875,19.055517,587.0,287.0,68.0,21.0,-13.0,-24.0,-24.0,139.0,906.0,225.0,148.10487,-0.94957423,195.0,118.0,77.0,0.858598217624934,-0.858598217624934,-57.080254,11.859093,-34.245235,3756.0,2226.0,332.0,38.0,43.0,84.0,113.0,5110.0,3428.0,493.0,-57.080254,-1.402276,-128.40727,-61.493458,-26.39859,3668.0,1790.0,307.0,30.0,51.0,89.0,108.0,4041.0,3531.0,539.0,-99.7491,-1.7577815,333.0,281.0,52.0,0.8986318980315262,-0.8986318980315262
CLE,2020,Kevin Stefanski,3.5,5.0,17.0,False,MIN,off,False,2020.0,80.3461,125.28668,-14.334031,3964.0,2499.0,372.0,54.0,26.0,56.0,104.0,4468.0,4046.0,630.0,90.39788,-2.378293,79.62878,100.80602,-14.899104,4725.0,1825.0,383.0,57.0,38.0,53.0,87.0,5653.0,4493.0,753.0,81.71559,-0.3767634,456.0,456.0,0.0,-0.2676687505264691,0.2676687505264691,-56.137756,20.005302,-50.910168,3903.0,1925.0,306.0,41.0,41.0,65.0,120.0,4651.0,3278.0,548.0,-45.647343,0.066204794,3.452413,57.5336,-9.872646,3770.0,2279.0,337.0,45.0,38.0,61.0,108.0,4242.0,3665.0,626.0,12.776842,-1.3645099,335.0,393.0,-58.0,-0.8687051050160365,0.8687051050160365,136.48386,105.28138,36.576138,61.0,574.0,66.0,13.0,-15.0,-9.0,-16.0,-183.0,768.0,82.0,136.04523,-2.4444978,76.17636,43.272423,-5.026458,955.0,-454.0,46.0,12.0,0.0,-8.0,-21.0,1411.0,828.0,127.0,68.93875,0.98774654,121.0,63.0,58.0,0.6010363544895674,-0.6010363544895674,22.72231,99.58643,-44.535976,3971.0,2269.0,327.0,48.0,31.0,68.0,110.0,3795.0,3642.0,618.0,38.96106,-8.109092,-105.38161,-32.93081,-48.56438,4357.0,1825.0,342.0,35.0,51.0,65.0,79.0,5122.0,4011.0,633.0,-66.91869,0.4729086,433.0,323.0,110.0,1.651289721320074,-1.651289721320074
KC,2020,Andy Reid,12.0,6.0,72.0,False,KC,off,True,2020.0,188.54298,214.48018,-19.458752,5005.0,1787.0,387.0,54.0,24.0,52.0,109.0,5103.0,4283.0,644.0,206.63013,9.918762,59.34262,63.084812,4.40518,3968.0,1954.0,349.0,47.0,32.0,57.0,93.0,4480.0,4126.0,569.0,71.828316,-2.3366578,473.0,362.0,111.0,1.715791040891282,-1.715791040891282,123.912186,171.20529,-32.099728,4690.0,1569.0,347.0,48.0,25.0,49.0,108.0,4915.0,3851.0,535.0,136.07245,8.809401,-46.474525,11.363653,-12.121336,3881.0,2051.0,342.0,38.0,45.0,58.0,115.0,4600.0,3995.0,654.0,-42.3415,-2.2250566,451.0,308.0,143.0,2.1485054630728326,-2.1485054630728326,64.6308,43.274887,12.640976,315.0,218.0,40.0,6.0,-1.0,3.0,1.0,188.0,432.0,109.0,70.55768,1.1093616,105.81715,51.72116,16.526516,87.0,-97.0,7.0,9.0,-13.0,-1.0,-22.0,-120.0,131.0,-85.0,114.169815,-0.111601114,22.0,54.0,-32.0,-0.43271442218155065,0.43271442218155065,123.912186,171.20529,-32.099728,4690.0,1569.0,347.0,48.0,25.0,49.0,108.0,4915.0,3851.0,535.0,136.07245,8.809401,-46.474525,11.363653,-12.121336,3881.0,2051.0,342.0,38.0,45.0,58.0,115.0,4600.0,3995.0,654.0,-42.3415,-2.2250566,451.0,308.0,143.0,2.1485054630728326,-2.1485054630728326
NE,2020,Bill Belichick,12.0,4.0,48.0,False,NE,def,True,2020.0,11.486928,-19.695244,22.658026,3124.0,2346.0,323.0,34.0,37.0,55.0,60.0,2995.0,3568.0,514.0,30.10825,-11.036829,40.400803,67.21944,10.263222,3722.0,2103.0,338.0,43.0,24.0,52.0,84.0,4012.0,4202.0,628.0,45.090096,-1.2346185,326.0,353.0,-27.0,-0.07506436906106606,0.07506436906106606,-25.107046,42.215218,-36.596268,4362.0,1801.0,355.0,48.0,28.0,86.0,91.0,4980.0,3735.0,643.0,-7.502694,0.64927727,-242.74721,-158.67207,-54.57701,3290.0,1729.0,277.0,30.0,48.0,96.0,118.0,4973.0,3111.0,396.0,-229.8606,-1.1501794,433.0,245.0,188.0,2.901977310759081,-2.901977310759081,36.593975,-61.91046,59.254295,-1238.0,545.0,-32.0,-14.0,9.0,-31.0,-31.0,-1985.0,-167.0,-129.0,37.610943,-11.686107,283.148,225.89151,64.84023,432.0,374.0,61.0,13.0,-24.0,-44.0,-34.0,-961.0,1091.0,232.0,274.95068,-0.08443916,-107.0,108.0,-215.0,-2.977041679820147,2.977041679820147,-25.107046,42.215218,-36.596268,4362.0,1801.0,355.0,48.0,28.0,86.0,91.0,4980.0,3735.0,643.0,-7.502694,0.64927727,-242.74721,-158.67207,-54.57701,3290.0,1729.0,277.0,30.0,48.0,96.0,118.0,4973.0,3111.0,396.0,-229.8606,-1.1501794,433.0,245.0,188.0,2.901977310759081,-2.901977310759081
SEA,2020,Pete Carroll,15.0,5.0,75.0,False,SEA,def,False,2020.0,104.86438,99.524345,-8.729369,4419.0,2107.0,365.0,59.0,53.0,69.0,100.0,5226.0,3661.0,551.0,112.28293,5.788993,20.55776,97.31698,-53.498436,4995.0,1693.0,389.0,43.0,49.0,63.0,89.0,5491.0,4974.0,725.0,25.515675,2.2631314,479.0,401.0,78.0,1.0668261445023421,-1.0668261445023421,0.84123594,97.121925,-67.12288,4435.0,2264.0,355.0,54.0,49.0,78.0,121.0,5212.0,3715.0,637.0,35.150963,-1.2488191,-16.463736,48.910267,-35.200737,4584.0,2003.0,365.0,44.0,35.0,62.0,102.0,4672.0,4031.0,620.0,-1.3014457,1.9714687,422.0,407.0,15.0,0.14752384568032317,-0.14752384568032317,104.02315,2.40242,58.39351,-16.0,-157.0,10.0,5.0,4.0,-9.0,-21.0,14.0,-54.0,-86.0,77.131966,7.037812,37.021496,48.40671,-18.297699,411.0,-310.0,24.0,-1.0,14.0,1.0,-13.0,819.0,943.0,105.0,26.81712,0.2916627,57.0,-6.0,63.0,0.919302298822019,-0.919302298822019,0.84123594,97.121925,-67.12288,4435.0,2264.0,355.0,54.0,49.0,78.0,121.0,5212.0,3715.0,637.0,35.150963,-1.2488191,-16.463736,48.910267,-35.200737,4584.0,2003.0,365.0,44.0,35.0,62.0,102.0,4672.0,4031.0,620.0,-1.3014457,1.9714687,422.0,407.0,15.0,0.14752384568032317,-0.14752384568032317
SF,2020,Kyle Shanahan,10.0,6.0,60.0,True,SF,off,NA,2020.0,-14.060825,55.54534,-46.846794,4320.0,1889.0,346.0,48.0,39.0,67.0,88.0,3783.0,3707.0,589.0,-14.060825,-4.996612,4.6800556,36.02138,-51.420902,3526.0,1703.0,306.0,39.0,30.0,69.0,76.0,3988.0,3479.0,474.0,19.861597,2.2489588,376.0,390.0,-14.0,-0.10026030491011756,0.10026030491011756,45.456673,107.79922,-29.247112,4029.0,2305.0,330.0,54.0,36.0,52.0,109.0,3126.0,3338.0,604.0,47.722725,-5.128499,-153.39275,-76.8585,-63.534866,3074.0,1802.0,283.0,39.0,48.0,75.0,112.0,3471.0,3433.0,516.0,-134.7759,-2.5198293,479.0,310.0,169.0,2.5157459468362506,-2.5157459468362506,-59.517498,-52.253876,-17.599682,291.0,-416.0,16.0,-6.0,3.0,15.0,-21.0,657.0,369.0,-15.0,-61.78355,0.13188696,158.0728,112.87988,12.113964,452.0,-99.0,23.0,0.0,-18.0,-6.0,-36.0,517.0,46.0,-42.0,154.6375,4.7687883,-103.0,80.0,-183.0,-2.6160062517463682,2.6160062517463682,45.456673,107.79922,-29.247112,4029.0,2305.0,330.0,54.0,36.0,52.0,109.0,3126.0,3338.0,604.0,47.722725,-5.128499,-153.39275,-76.8585,-63.534866,3074.0,1802.0,283.0,39.0,48.0,75.0,112.0,3471.0,3433.0,516.0,-134.7759,-2.5198293,479.0,310.0,169.0,2.5157459468362506,-2.5157459468362506
WAS,2020,Ron Rivera,7.0,5.0,35.0,False,CAR,def,False,2020.0,-64.18748,-42.772385,-15.498448,4102.0,1697.0,341.0,38.0,52.0,78.0,87.0,4096.0,3822.0,559.0,-52.24413,1.3121123,-48.867134,-18.42764,-49.71437,3774.0,1947.0,310.0,42.0,50.0,76.0,90.0,4711.0,3393.0,537.0,-48.867134,1.084036,358.0,360.0,-2.0,0.22056666389866753,-0.22056666389866753,-130.6542,-66.1685,-57.682392,3205.0,1583.0,247.0,31.0,50.0,79.0,93.0,3639.0,2609.0,439.0,-120.43314,-3.974866,66.00038,120.44934,-27.390547,4093.0,2339.0,348.0,49.0,46.0,58.0,106.0,4031.0,4149.0,703.0,71.90498,-1.4562653,266.0,435.0,-169.0,-2.5261647094746307,2.5261647094746307,66.46673,23.396118,42.183945,897.0,114.0,94.0,7.0,2.0,-1.0,-6.0,457.0,1213.0,120.0,68.18901,5.2869782,-114.867516,-138.87698,-22.323824,-319.0,-392.0,-38.0,-7.0,4.0,18.0,-16.0,680.0,-756.0,-166.0,-120.77212,2.5403013,92.0,-75.0,167.0,2.746731373373298,-2.746731373373298,-118.092926,-53.85793,-37.60019,4134.0,1819.0,335.0,41.0,58.0,75.0,85.0,5299.0,3473.0,537.0,-112.502396,1.7136493,45.72715,33.690094,28.31325,3997.0,2296.0,350.0,53.0,53.0,68.0,111.0,4946.0,3728.0,647.0,45.72715,0.9229731,340.0,470.0,-130.0,-2.032052988838553,2.032052988838553
DET,2021,Dan Campbell,4.0,6.0,24.0,True,NO,off,NA,2021.0,-85.23939,-10.429035,-52.432953,3884.0,1886.0,324.0,37.0,36.0,65.0,111.0,3783.0,3548.0,521.0,-76.10437,-5.1214437,84.71394,123.44624,-13.39983,4361.0,2296.0,371.0,50.0,30.0,47.0,81.0,4598.0,4340.0,699.0,99.06922,-2.0347822,325.0,467.0,-142.0,-2.3849299262652393,2.3849299262652393,-10.308682,70.1965,-55.103973,4397.0,1499.0,346.0,47.0,42.0,59.0,94.0,4981.0,3698.0,573.0,-10.308682,-0.2955869,163.43338,212.29964,15.460143,4753.0,2158.0,410.0,66.0,24.0,50.0,104.0,4616.0,4775.0,754.0,167.79634,-0.19595857,377.0,519.0,-142.0,-2.4979992329733225,2.4979992329733225,-74.9307,-80.625534,2.6710205,-513.0,387.0,-22.0,-10.0,-6.0,6.0,17.0,-1198.0,-150.0,-52.0,-65.795685,-4.8258567,-78.71944,-88.85339,-28.859974,-392.0,138.0,-39.0,-16.0,6.0,-3.0,-23.0,-18.0,-435.0,-55.0,-68.72712,-1.8388236,-52.0,-52.0,0.0,0.11306930670808324,-0.11306930670808324,81.883835,91.70669,9.604905,4210.0,2388.0,391.0,61.0,30.0,65.0,74.0,3440.0,4036.0,725.0,88.221794,-2.9890664,-90.45525,4.4554114,-60.69834,3958.0,1538.0,324.0,41.0,46.0,73.0,101.0,5251.0,3643.0,570.0,-90.45525,-0.16550191,503.0,346.0,157.0,2.4146480416539995,-2.4146480416539995
HOU,2021,David Culley,5.5,5.0,22.0,False,BAL,off,False,2021.0,-154.2294,-54.921837,-85.00585,3630.0,1422.0,263.0,30.0,44.0,88.0,108.0,3997.0,2869.0,381.0,-140.39372,-2.831012,48.819485,101.96426,-14.1200285,4342.0,2418.0,378.0,54.0,32.0,57.0,95.0,4600.0,4304.0,708.0,54.133053,-4.0861692,280.0,452.0,-172.0,-2.6720390214641894,2.6720390214641894,61.91282,142.27892,-54.343193,4843.0,1466.0,322.0,44.0,50.0,55.0,80.0,4867.0,3320.0,533.0,78.09913,5.5483756,151.79791,157.15111,27.113638,4325.0,2564.0,385.0,55.0,34.0,51.0,76.0,4026.0,4629.0,760.0,151.79791,-2.3164556,384.0,464.0,-80.0,-1.3767363719100456,1.3767363719100456,-216.14221,-197.20074,-30.662659,-1213.0,-44.0,-59.0,-14.0,-6.0,33.0,28.0,-870.0,-451.0,-152.0,-218.49286,-8.379388,-102.978424,-55.18685,-41.233665,17.0,-146.0,-7.0,-1.0,-2.0,6.0,19.0,574.0,-325.0,-52.0,-97.664856,-1.7697136,-104.0,-12.0,-92.0,-1.2953026495541438,1.2953026495541438,126.9681,70.57062,51.411186,3098.0,3306.0,346.0,56.0,37.0,55.0,89.0,3756.0,3575.0,634.0,126.9681,-9.895087,-82.08852,18.23067,-49.1797,3973.0,1791.0,353.0,39.0,40.0,66.0,99.0,4682.0,4227.0,574.0,-56.237488,0.87086916,488.0,316.0,172.0,2.7754560168313223,-2.7754560168313223
NYJ,2021,Robert Saleh,5.0,5.0,25.0,False,SF,def,False,2021.0,-99.861984,-47.32613,-30.18902,3959.0,1667.0,310.0,35.0,53.0,71.0,90.0,4349.0,3262.0,555.0,-90.44763,0.7423567,138.02335,175.62633,-13.150953,4682.0,2347.0,394.0,58.0,33.0,59.0,97.0,4717.0,4499.0,810.0,143.06949,-1.1242135,310.0,504.0,-194.0,-3.321344473908119,3.321344473908119,-164.9777,-59.161526,-54.28764,3115.0,1683.0,268.0,28.0,43.0,82.0,88.0,4246.0,2843.0,401.0,-156.08188,-3.3569226,81.19463,168.84955,-52.16377,4595.0,1792.0,376.0,51.0,31.0,54.0,112.0,4563.0,4239.0,713.0,92.589935,1.9317154,243.0,457.0,-214.0,-3.1250106362599857,3.1250106362599857,65.11572,11.835396,24.09862,844.0,-16.0,42.0,7.0,10.0,-11.0,2.0,103.0,419.0,154.0,65.63425,4.0992794,56.828712,6.776779,39.012817,87.0,555.0,18.0,7.0,2.0,5.0,-15.0,154.0,260.0,97.0,50.479553,-3.0559287,67.0,47.0,20.0,-0.19633383764813317,0.19633383764813317,-14.060825,55.54534,-46.846794,4320.0,1889.0,346.0,48.0,39.0,67.0,88.0,3783.0,3707.0,589.0,-14.060825,-4.996612,4.6800556,36.02138,-51.420902,3526.0,1703.0,306.0,39.0,30.0,69.0,76.0,3988.0,3479.0,474.0,19.861597,2.2489588,376.0,390.0,-14.0,-0.10026030491011756,0.10026030491011756
PHI,2021,Nick Sirianni,6.0,5.0,30.0,True,IND,off,NA,2021.0,54.7757,57.361618,14.457814,3585.0,2715.0,349.0,46.0,31.0,55.0,90.0,4230.0,3820.0,660.0,61.440544,-5.6432667,-15.116908,40.725224,-32.962482,3976.0,1834.0,352.0,51.0,29.0,63.0,109.0,3738.0,4478.0,730.0,-5.9818897,-0.77124107,444.0,385.0,59.0,0.8097085961744623,-0.8097085961744623,-89.98164,-28.733782,-33.49797,3728.0,2027.0,331.0,40.0,65.0,74.0,113.0,5357.0,3566.0,495.0,-89.98164,0.6076498,16.454575,52.119682,-25.592266,4122.0,2010.0,335.0,50.0,49.0,71.0,106.0,4056.0,3807.0,559.0,23.757334,-0.82535756,334.0,418.0,-84.0,-1.183326533954991,1.183326533954991,144.75734,86.0954,47.955784,-143.0,688.0,18.0,6.0,-34.0,-19.0,-23.0,-1127.0,254.0,165.0,151.42218,-6.2509165,-31.571484,-11.394459,-7.3702164,-146.0,-176.0,17.0,1.0,-20.0,-8.0,3.0,-318.0,671.0,171.0,-29.739223,0.054116488,110.0,-33.0,143.0,1.9930351301294533,-1.9930351301294533,78.843376,124.6044,-19.714521,4495.0,2159.0,387.0,50.0,21.0,51.0,95.0,4318.0,4245.0,740.0,89.462395,-3.836298,-35.986275,43.18019,-38.054836,4451.0,1544.0,347.0,49.0,42.0,68.0,89.0,4818.0,3935.0,622.0,-20.532497,1.5572424,475.0,389.0,86.0,1.237803338818963,-1.237803338818963
PIT,2021,Mike Tomlin,12.5,3.0,37.5,True,PIT,def,NA,2021.0,-86.294495,-28.667042,-31.16744,4017.0,1583.0,318.0,34.0,38.0,77.0,120.0,4439.0,3554.0,590.0,-75.12061,-0.34364903,-33.777855,15.22191,-10.157911,3977.0,2483.0,350.0,43.0,55.0,78.0,109.0,4542.0,4197.0,702.0,-21.479755,-3.7490952,343.0,398.0,-55.0,-0.7688157240608442,0.7688157240608442,7.9535236,88.88645,-53.882187,4630.0,1403.0,354.0,54.0,14.0,80.0,107.0,5222.0,3748.0,578.0,18.07909,7.6712966,-97.15082,-57.537575,-35.320038,3757.0,1910.0,298.0,43.0,56.0,86.0,84.0,5076.0,3330.0,547.0,-83.48942,-2.9133258,453.0,360.0,93.0,1.4866318655690307,-1.4866318655690307,-94.24802,-117.5535,22.714746,-613.0,180.0,-36.0,-20.0,24.0,-3.0,13.0,-783.0,-194.0,12.0,-93.19971,-8.014946,63.372963,72.75948,25.162127,220.0,573.0,52.0,0.0,-1.0,-8.0,25.0,-534.0,867.0,155.0,62.009663,-0.8357694,-110.0,38.0,-148.0,-2.255447589629875,2.255447589629875,7.9535236,88.88645,-53.882187,4630.0,1403.0,354.0,54.0,14.0,80.0,107.0,5222.0,3748.0,578.0,18.07909,7.6712966,-97.15082,-57.537575,-35.320038,3757.0,1910.0,298.0,43.0,56.0,86.0,84.0,5076.0,3330.0,547.0,-83.48942,-2.9133258,453.0,360.0,93.0,1.4866318655690307,-1.4866318655690307
